config,final_loss,heldout_w2_generated_sample,naive_leaky_w2_DO_NOT_USE_AS_HEADLINE
mine,0.0036332023296296707,3.8183999999999996,0.5800666666666667
baseline,1.2179277685217078e-05,3.8922000000000003,0.5902666666666667
